tag,year,product_hs92_code_4d,import_value,share_on_total_imports,HS4 ID,HS4,2020,2021,2022,2023
rest_of_world,2023,3004,70988270266,0.9868573232464583,3004,Packaged Medicaments,0.621482254,0.633604344,0.8849106495,0.8836421573
rest_of_world,2023,3006,2765101286,0.9086541358391479,3006,Special Pharmaceuticals,0.6167810203,0.5330550931,0.6265587995,0.524166362
rest_of_world,2023,3208,807937263,0.9863309129717345,3208,Nonaqueous Paints,0.2772635628,0.2548113475,0.3610335898,0.3964783144
rest_of_world,2023,3212,187963633,0.947097719075426,3212,Nonaqueous Pigments,0.9565440381,0.8590280912,0.8528939644,0.9154877667
rest_of_world,2023,3215,583527337,0.9336708649529053,3215,Ink,0.4413117343,0.4272315719,0.663183598,0.5413067644
rest_of_world,2023,3305,1574671901,0.9387803914314063,3305,Hair Products,-0.0822522931,0.1745136394,0.3354433214,0.2828834633
rest_of_world,2023,3406,404385295,0.4158968729378854,3406,Candles,0.4257311564,0.3691575808,0.3652071594,0.3042565477
rest_of_world,2023,3809,201408238,0.9850646825999531,3809,Dyeing Finishing Agents,0.4262039727,0.5489677251,0.4986079176,0.4392143696
rest_of_world,2023,3810,101943543,0.9638659643554635,3810,Metal Pickling Preparations,1.6467103608,1.6105787743,1.5518489116,1.6065471248
rest_of_world,2023,3904,1130164357,0.9076077153627834,3904,Vinyl Chloride Polymers,0.5318919181,0.5550609933,0.6117751291,0.6153331094
rest_of_world,2023,3920,5110477085,0.8588399763118353,3920,Raw Plastic Sheeting,0.2585395564,0.2417471838,0.2428215023,0.2726766781
rest_of_world,2023,3921,2897015661,0.8920087245223606,3921,Other Plastic Sheetings,0.6845500222,0.678532811,0.6294443854,0.6179144357
rest_of_world,2023,3926,13546922253,0.6135901555076487,3926,Other Plastic Products,0.9179451249,0.8200213347,0.8875203713,0.8588146199
rest_of_world,2023,4809,65476977,0.8975242115523855,4809,Carbon Paper,0.2958832047,0.2699889448,0.1518085705,0.0161498201
rest_of_world,2023,4811,1477061032,0.9167351698766691,4811,Cellulose Fibers Paper,0.174627852,0.1663888494,0.2779184024,0.3912383666
rest_of_world,2023,4901,1465727498,0.7401234807089985,4901,Brochures,0.6945642139,0.6116287947,0.5226716792,0.4406948791
rest_of_world,2023,4908,87007748,0.7365926280060917,4908,Decals,0.5475125447,0.5086282225,0.7344895002,0.7810525845
rest_of_world,2023,4911,984682271,0.742428995091739,4911,Other Printed Material,0.5751166509,0.7084379285,0.5927604467,0.575010563
rest_of_world,2023,5503,561729683,0.8315282062052559,5503,Unprocessed Synthetic Staple Fibers,0.2460907229,0.2990585946,0.0742255211,0.098988614
rest_of_world,2023,6810,1779498036,0.6503696883194068,6810,Cement Articles,0.4883069337,0.4962610105,0.372511576,0.455855115
rest_of_world,2023,7225,1807571243,0.9522571642803047,7225,Flat Flat-Rolled Steel,1.3847955974,1.3803950226,1.3326932447,1.2601685304
rest_of_world,2023,7226,256354870,0.9773250671591799,7226,Flat-Rolled Iron,1.378368539,1.1256111149,1.1875485657,1.5669411553
rest_of_world,2023,7308,6869823024,0.8127843387261343,7308,Iron Structures,0.450871027,0.4573420714,0.4259297785,0.3320959715
rest_of_world,2023,7309,627721480,0.9596600131883992,7309,Large Iron Containers,0.0925386048,0.0778985891,0.0647064137,0.3873938549
rest_of_world,2023,7607,1128244958,0.7787876905150387,7607,Aluminium Foil,0.5921856501,0.6664365572,0.6512518958,0.8740272865
rest_of_world,2023,8211,261307201,0.35263167257362193,8211,Knives,1.0171582035,0.979615777,1.1868998222,0.9194442304
rest_of_world,2023,8452,168919586,0.4898450070283738,8452,Sewing Machines,0.9521885927,0.9468345917,0.4247425096,0.23961381
rest_of_world,2023,8532,2107059081,0.8689202507362839,8532,Electrical Capacitors,1.1706960297,1.1564568007,1.1256859161,1.158415887
rest_of_world,2023,9607,27825158,0.5837866264757995,9607,Zippers,0.4163142486,0.4281140874,0.3045767187,0.0090577349
